annex_code,scientific_name_original,gbif_scientificName,relation_to_annexspecies
bxl_2.1,Barbastella barbastellus,"Barbastella barbastellus (Schreber, 1774)",match with annexspecies
bxl_2.1,Myotis bechsteini,"Myotis bechsteinii (Kuhl, 1817)",match with annexspecies
bxl_2.1,Myotis dasycneme,"Myotis dasycneme (Boie, 1825)",match with annexspecies
bxl_2.1,Myotis emarginatus,"Myotis emarginatus (E.Geoffroy, 1806)",match with annexspecies
bxl_2.1,Myotis Myotis,"Myotis myotis (Borkhausen, 1797)",match with annexspecies
bxl_2.1,Rhinolophus ferrumequinum,"Rhinolophus ferrumequinum (Schreber, 1774)",match with annexspecies
bxl_2.1,Rhodeus sericeus amarus,"Rhodeus sericeus amarus (Bloch, 1782)",match with annexspecies
bxl_2.1,Lucanus cervus,"Lucanus cervus (Linnaeus, 1758)",match with annexspecies
bxl_2.1,Vertigo angustior,"Vertigo angustior Jeffreys, 1830",match with annexspecies
bxl_2.1,Vertigo moulinsiana,"Vertigo moulinsiana (Dupuy, 1849)",match with annexspecies
bxl_2.1,Mergus albellus,"Mergus albellus Linnaeus, 1758",match with annexspecies
bxl_2.1,Pernis apivorus,"Pernis apivorus (Linnaeus, 1758)",match with annexspecies
bxl_2.1,Falco peregrinus,"Falco peregrinus, 1771",match with annexspecies
bxl_2.1,Caprimulgus europacus,"Caprimulgus europaeus Linnaeus, 1758",match with annexspecies
bxl_2.1,Alcedo atthis,"Alcedo atthis (Linnaeus, 1758)",match with annexspecies
bxl_2.1,Dendrocopos martius,"Dryocopus martius (Linnaeus, 1758)",match with annexspecies
bxl_2.1,Dendrocopos medius,"Dendrocopos medius (Linnaeus, 1758)",match with annexspecies
bxl_2.2,Barbastella barbastellus,"Barbastella barbastellus (Schreber, 1774)",match with annexspecies
bxl_2.2,Eptesicus serotinus,"Eptesicus serotinus (Schreber, 1774)",match with annexspecies
bxl_2.2,Myotis bechsteinii,"Myotis bechsteinii (Kuhl, 1817)",match with annexspecies
bxl_2.2,Myotis brandtii,"Myotis brandtii (Eversmann, 1845)",match with annexspecies
bxl_2.2,Myotis dasycneme,"Myotis dasycneme (Boie, 1825)",match with annexspecies
bxl_2.2,Myotis daubentoni,"Myotis daubentonii (Kuhl, 1817)",match with annexspecies
bxl_2.2,Myotis emarginatus,"Myotis emarginatus (E.Geoffroy, 1806)",match with annexspecies
bxl_2.2,Myotis myotis,"Myotis myotis (Borkhausen, 1797)",match with annexspecies
bxl_2.2,Myotis mystacinus,"Myotis mystacinus (Kuhl, 1817)",match with annexspecies
bxl_2.2,Myotis nattereri,"Myotis nattereri (Kuhl, 1817)",match with annexspecies
bxl_2.2,Nyctalus leisleri,"Nyctalus leisleri (Kuhl, 1817)",match with annexspecies
bxl_2.2,Nyctalus noctula,"Nyctalus noctula (Schreber, 1774)",match with annexspecies
bxl_2.2,Pipistrellus nathusii,"Pipistrellus nathusii (Keyserling & Blasius, 1839)",match with annexspecies
bxl_2.2,Pipistrellus pipistrellus,"Pipistrellus pipistrellus (Schreber, 1774)",match with annexspecies
bxl_2.2,Plecotus auritus,"Plecotus auritus (Linnaeus, 1758)",match with annexspecies
bxl_2.2,Plecotus austriacus,"Plecotus austriacus (J.Fischer, 1829)",match with annexspecies
bxl_2.2,Acipenser sturio,"Acipenser sturio Linnaeus, 1758",match with annexspecies
bxl_2.2,Rhodeus sericeus amarus,"Rhodeus sericeus amarus (Bloch, 1782)",match with annexspecies
bxl_2.2,Hippocampus hippocampus,"Hippocampus hippocampus (Linnaeus, 1758)",match with annexspecies
bxl_2.2,Hippocampus ramulosus,"Hippocampus ramulosus Leach, 1814",match with annexspecies
bxl_2.2,Cetorhinus maximus,"Cetorhinus maximus (Gunnerus, 1765)",match with annexspecies
bxl_2.2,Coregonus oxyrhynchus (anadrome populaties in bepaalde sectoren van de Noordzee),"Coregonus oxyrinchus (Linnaeus, 1758)",match with annexspecies
bxl_2.2,Cerambyx cerdo,"Cerambyx cerdo Linnaeus, 1758",match with annexspecies
bxl_2.2,Dytiscus latissimus,"Dytiscus latissimus Linnaeus, 1758",match with annexspecies
bxl_2.2,Graphoderus bilineatus,"Graphoderus bilineatus (De Geer, 1774)",match with annexspecies
bxl_2.2,Lucanus cervus,"Lucanus cervus (Linnaeus, 1758)",match with annexspecies
bxl_2.2,Osmoderma eremita,"Osmoderma eremita (Scopoli, 1763)",match with annexspecies
bxl_2.2,Palingenia longicauda,"Palingenia longicauda (Olivier, 1791)",match with annexspecies
bxl_2.2,Coenonympha hero,"Coenonympha hero (Linnaeus, 1761)",match with annexspecies
bxl_2.2,Eriogaster catax,"Eriogaster catax (Linnaeus, 1758)",match with annexspecies
bxl_2.2,Euphydryas (Eurodryas) aurinia,"Euphydryas aurinia (Rottemburg, 1775)",match with annexspecies
bxl_2.2,Lopinga achine,"Lopinga achine (Scopoli, 1763)",match with annexspecies
bxl_2.2,Maculinea arion,"Maculinea arion (Linnaeus, 1758)",match with annexspecies
bxl_2.2,Maculinea nausithous,"Maculinea nausithous (Bergsträsser, 1779)",match with annexspecies
bxl_2.2,Maculinea teleius,"Maculinea teleius (Bergsträsser, 1779)",match with annexspecies
bxl_2.2,Parnassius apollo,"Parnassius apollo (Linnaeus, 1758)",match with annexspecies
bxl_2.2,Proserpinus proserpina,"Proserpinus proserpina (Pallas, 1772)",match with annexspecies
bxl_2.2,Aeshna viridis,"Aeshna viridis Eversmann, 1836",match with annexspecies
bxl_2.2,Coenagrion mercuriale,"Coenagrion mercuriale Charpentier, 1840",match with annexspecies
bxl_2.2,Leucorrhinia albifrons,"Leucorrhinia albifrons Burmeister, 1839",match with annexspecies
bxl_2.2,Leucorrhinia caudalis,"Leucorrhinia caudalis Charpentier, 1840",match with annexspecies
bxl_2.2,Leucorrhinia pectoralis,"Leucorrhinia pectoralis Charpentier, 1825",match with annexspecies
bxl_2.2,Ophiogomphus cecilia,"Ophiogomphus cecilia Fourcroy, 1785",match with annexspecies
bxl_2.2,Oxygastra curtisii,"Oxygastra curtisii Dale, 1834",match with annexspecies
bxl_2.2,Sympecma braueri,"Sympecma braueri Yakobson & Bianki, 1904",match with annexspecies
bxl_2.2,Anisus vorticulus,"Anisus vorticulus (Troschel, 1834)",match with annexspecies
bxl_2.2,Unio crassus,"Unio crassus Philipsson, 1788",match with annexspecies
bxl_2.2,Botrychium matricarifolium A. Braun ex Koch,Botrychium matricariifolium (Döll) A.Br. ex Koch,match with annexspecies
bxl_2.2,Osmunda regalis L.,Osmunda regalis L.,match with annexspecies
bxl_2.2,Polystichum aculeatum,Polystichum aculeatum (L.) Roth,match with annexspecies
bxl_2.2,Salvinia natans (L.) All.,Salvinia natans (L.) All.,match with annexspecies
bxl_2.2,Luronium natans (L.) Raf.,Luronium natans Raf.,match with annexspecies
bxl_2.2,Leucojum aestivum L.,Leucojum aestivum L.,match with annexspecies
bxl_2.2,Leucojum vernum L.,Leucojum vernum L.,match with annexspecies
bxl_2.2,Eryngium maritimum L.,Eryngium maritimum L.,match with annexspecies
bxl_2.2,Calla palustris L.,Calla palustris L.,match with annexspecies
bxl_2.2,Stratiotes aloides L.,Stratiotes aloides L.,match with annexspecies
bxl_2.2,Aristolochia clematitis,Aristolochia clematitis L.,match with annexspecies
bxl_2.2,Artemisia campestris L.,Artemisia campestris L.,match with annexspecies
bxl_2.2,Lobelia dortmanna (L.),Lobelia dortmanna L.,match with annexspecies
bxl_2.2,Artemisia campestris L. subsp. bottnica A.N. LundstrÃ©m ex Kindb,Artemisia campestris L.,match with annexspecies
bxl_2.2,Crepis tectorum L. subsp. Nigrescens,Crepis tectorum L.,match with annexspecies
bxl_2.2,Sisymbrium supinum L.,Sisymbrium supinum L.,match with annexspecies
bxl_2.2,Juniperus communis L.,Juniperus communis L.,match with annexspecies
bxl_2.2,Tamus communis L.,Tamus communis L.,match with annexspecies
bxl_2.2,Drosera intermedia Hayne,Drosera intermedia Hayne,match with annexspecies
bxl_2.2,Drosera rotundifolia L.,Drosera rotundifolia L.,match with annexspecies
bxl_2.2,Erica cinerea L.,Erica cinerea L.,match with annexspecies
bxl_2.2,Erica tetralix L.,Erica tetralix L.,match with annexspecies
bxl_2.2,Gentiana cruciata L.,Gentiana cruciata L.,match with annexspecies
bxl_2.2,Gentiana pneumonanthe L.,Gentiana pneumonanthe L.,match with annexspecies
bxl_2.2,Anthericum liliago L.,Anthericum liliago L.,match with annexspecies
bxl_2.2,Scilla bifolia L.,Scilla bifolia L.,match with annexspecies
bxl_2.2,Althaea officinalis L.,Althaea officinalis L.,match with annexspecies
bxl_2.2,Liparis loeseli (L.) Rich.,Liparis loeselii (L.) Rich.,match with annexspecies
bxl_2.2,Ophrys oestrifera Bieb.,Ophrys oestrifera M.Bieb.,match with annexspecies
bxl_2.2,Spiranthes aestivalis (Poiret) L. C. M. Richard,Spiranthes aestivalis Rich.,match with annexspecies
bxl_2.2,Limonium vulgare Mill.,Limonium vulgare Mill.,match with annexspecies
bxl_2.2,Primula vulgaris Huds,Primula vulgaris Hudson,match with annexspecies
bxl_2.2,Trientalis europaea L.,Trientalis europaea L.,match with annexspecies
bxl_2.2,Aconitum napellus L.,Aconitum napellus L.,match with annexspecies
bxl_2.2,Actaea spicata L.,Actaea spicata L.,match with annexspecies
bxl_2.2,Anemone pulsatilla L.,Anemone pulsatilla L.,match with annexspecies
bxl_2.2,Parnassia palustris L.,Parnassia palustris L.,match with annexspecies
bxl_2.2,Saxifraga hirculus L.,Saxifraga hirculus L.,match with annexspecies
bxl_2.2,Sparganium angustifolium Michaux,Sparganium angustifolium Michx.,match with annexspecies
bxl_2.2,Daphne mezereum L.,Daphne mezereum L.,match with annexspecies
bxl_2.2,Apium repens (Jacq.) Lag.,Apium repens (Jacq.) Lag.,match with annexspecies
bxl_2.2,Zostera marina L.,Zostera marina L.,match with annexspecies
bxl_2.3,Melolontha Melolontha,"Melolontha melolontha (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Formica polyctena,"Formica polyctena Foerster, 1850",match with annexspecies
bxl_2.3,Aglais urticae,"Aglais urticae (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Anthocharis cardamines,"Anthocharis cardamines (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Aphantopus hyperantus,"Aphantopus hyperantus (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Apatura iris,"Apatura iris (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Araschnia levana,"Araschnia levana (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Celastrina argiolus,"Celastrina argiolus (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Coenonympha pamphilus,"Coenonympha pamphilus (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Colias croceus,"Colias croceus (Fourcroy, 1785)",match with annexspecies
bxl_2.3,Colias hyale,"Colias hyale (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Gonepteryx rhamni,"Gonepteryx rhamni (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Inachis io,"Inachis io (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Lasiommata megera,"Lasiommata megera (Linnaeus, 1767)",match with annexspecies
bxl_2.3,Lycaena phlaeas,"Lycaena phlaeas (Linnaeus, 1761)",match with annexspecies
bxl_2.3,Maniola jurtina,"Maniola jurtina (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Neozephyrus quercus,"Neozephyrus quercus (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Nymphalis antiopa,"Nymphalis antiopa (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Nymphalis polychloros,"Nymphalis polychloros (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Papilio machaon,"Papilio machaon Linnaeus, 1758",match with annexspecies
bxl_2.3,Pararge aegeria,"Pararge aegeria (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Pieris brassicae,"Pieris brassicae (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Pieris napi,"Pieris napi (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Pieris rapae,"Pieris rapae (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Polyommatus icarus,"Polyommatus icarus (Rottemburg, 1775)",match with annexspecies
bxl_2.3,Pyronia tithonus,"Pyronia tithonus (Linnaeus, 1767)",match with annexspecies
bxl_2.3,Satyrium w-album,"Satyrium w-album (Knoch, 1782)",match with annexspecies
bxl_2.3,Thecla betulae,"Thecla betulae (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Thymelicus lineola,"Thymelicus lineola (Ochsenheimer, 1808)",match with annexspecies
bxl_2.3,Thymelicus sylvestris,"Thymelicus sylvestris (Poda, 1761)",match with annexspecies
bxl_2.3,Vanessa atalanta,"Vanessa atalanta (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Vanessa cardui,"Vanessa cardui (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Aeshna affinis,"Aeshna affinis Vander Linden, 1820",match with annexspecies
bxl_2.3,Aeshna cyanea,"Aeshna cyanea Müller, 1764",match with annexspecies
bxl_2.3,Aeshna grandis,"Aeshna grandis Linnaeus, 1758",match with annexspecies
bxl_2.3,Aeshna mixta,"Aeshna mixta Latreille, 1805",match with annexspecies
bxl_2.3,Aeshna subarctica,"Aeshna subarctica Walker, 1908",match with annexspecies
bxl_2.3,Anax imperator,"Anax imperator Leach, 1815",match with annexspecies
bxl_2.3,Calopteryx splendens,"Calopteryx splendens Harris, 1780",match with annexspecies
bxl_2.3,Ceriagrion tenellum,"Ceriagrion tenellum De Villers, 1789",match with annexspecies
bxl_2.3,Coenagrion lunulatum,"Coenagrion lunulatum Charpentier, 1840",match with annexspecies
bxl_2.3,Coenagrion mercuriale,"Coenagrion mercuriale Charpentier, 1840",match with annexspecies
bxl_2.3,Coenagrion puella,"Coenagrion puella Linnaeus, 1758",match with annexspecies
bxl_2.3,Cordulegaster bidentata,"Cordulegaster bidentata Selys, 1843",match with annexspecies
bxl_2.3,Cordulegaster boltoni,"Cordulegaster boltonii Donovan, 1807",match with annexspecies
bxl_2.3,Cordulia aenea,"Cordulia aenea Linnaeus, 1758",match with annexspecies
bxl_2.3,Enallagma cyathigerum,"Enallagma cyathigerum Charpentier, 1840",match with annexspecies
bxl_2.3,Epitheca bimaculata,"Epitheca bimaculata Charpentier, 1825",match with annexspecies
bxl_2.3,Erythromma najas,"Erythromma najas Hansemann, 1823",match with annexspecies
bxl_2.3,Erythromma viridulum,"Erythromma viridulum Charpentier, 1840",match with annexspecies
bxl_2.3,Gomphus pulchellus,"Gomphus pulchellus Selys, 1840",match with annexspecies
bxl_2.3,Ischnura elegans,"Ischnura elegans Vander Linden, 1820",match with annexspecies
bxl_2.3,Ischnura pumilio,"Ischnura pumilio Charpentier, 1825",match with annexspecies
bxl_2.3,Lestes sponsa,"Lestes sponsa Hansemann, 1823",match with annexspecies
bxl_2.3,Lestes viridis,"Lestes viridis Vander Linden, 1825",match with annexspecies
bxl_2.3,Leucorrhinia caudalis,"Leucorrhinia caudalis Charpentier, 1840",match with annexspecies
bxl_2.3,Libellula depressa,"Libellula depressa Linnaeus, 1758",match with annexspecies
bxl_2.3,Libellula quadrimaculata,"Libellula quadrimaculata Linnaeus, 1758",match with annexspecies
bxl_2.3,Nehalennia speciosa,"Nehalennia speciosa Charpentier, 1840",match with annexspecies
bxl_2.3,Onychogomphus forcipatus,"Onychogomphus forcipatus Linnaeus, 1758",match with annexspecies
bxl_2.3,Onychogomphus uncatus,"Onychogomphus uncatus Charpentier, 1840",match with annexspecies
bxl_2.3,Orthetrum cancellatum,"Orthetrum cancellatum Linnaeus, 1758",match with annexspecies
bxl_2.3,Oxygastra curtisii,"Oxygastra curtisii Dale, 1834",match with annexspecies
bxl_2.3,Platycnemis pennipes,"Platycnemis pennipes Pallas, 1771",match with annexspecies
bxl_2.3,Pyrrhosoma nymphula,"Pyrrhosoma nymphula Sulzer, 1776",match with annexspecies
bxl_2.3,Somatochlora arctica,"Somatochlora arctica Zetterstedt, 1840",match with annexspecies
bxl_2.3,Sympetrum danae,"Sympetrum danae Sulzer, 1776",match with annexspecies
bxl_2.3,Sympetrum pedemontanum,"Sympetrum pedemontanum O.F.Müller, 1766",match with annexspecies
bxl_2.3,Sympetrum sanguineum,"Sympetrum sanguineum Müller, 1764",match with annexspecies
bxl_2.3,Sympetrum striolatum,"Sympetrum striolatum Charpentier, 1840",match with annexspecies
bxl_2.3,Sympetrum vulgatum,"Sympetrum vulgatum Linnaeus, 1758",match with annexspecies
bxl_2.3,Barbitistes serricauda,"Barbitistes serricauda (Fabricius, 1794)",match with annexspecies
bxl_2.3,Chorthippus brunneus,"Chorthippus brunneus (Thunberg, 1815)",match with annexspecies
bxl_2.3,Chorthippus parallelus,"Chorthippus parallelus (Zetterstedt, 1821)",match with annexspecies
bxl_2.3,Chorthippus albomarginatus,"Chorthippus albomarginatus (De Geer, 1773)",match with annexspecies
bxl_2.3,Conocephalus discolor,"Conocephalus discolor Thunberg, 1815",match with annexspecies
bxl_2.3,Conocephalus dorsalis,"Conocephalus dorsalis (Latreille, 1804)",match with annexspecies
bxl_2.3,Gryllotalpa gryllotalpa,"Gryllotalpa gryllotalpa (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Leptophyes punctatissima,"Leptophyes punctatissima (Bosc, 1792)",match with annexspecies
bxl_2.3,Meconema thalassinum,"Meconema thalassinum (De Geer, 1773)",match with annexspecies
bxl_2.3,Meconema meridionale,"Meconema meridionale Costa & A., 1860",match with annexspecies
bxl_2.3,Pholidoptera griseoaptera,"Pholidoptera griseoaptera (De Geer, 1773)",match with annexspecies
bxl_2.3,Stethophyma grossum,"Stethophyma grossum (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Tetrix subulata,"Tetrix subulata (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Tetrix tenuicornis,"Tetrix tenuicornis (Sahlberg, 1891)",match with annexspecies
bxl_2.3,Tettigonia viridissima,"Tettigonia viridissima (Linnaeus, 1758)",match with annexspecies
bxl_2.3,Atypus affinis,"Atypus affinis Eichwald, 1830",match with annexspecies
bxl_2.3,Aira caryophyllea,Aira caryophyllea L.,match with annexspecies
bxl_2.3,Aira praecox,Aira praecox L.,match with annexspecies
bxl_2.3,Alchemilla glabra,Alchemilla glabra Neygenf.,match with annexspecies
bxl_2.3,Alchemilla xanthochlora,Alchemilla xanthochlora Rothm.,match with annexspecies
bxl_2.3,Anemone ranunculoides,Anemone ranunculoides L.,match with annexspecies
bxl_2.3,Anthemis arvensis,Anthemis arvensis L.,match with annexspecies
bxl_2.3,Anthyllis vulneraria,Anthyllis vulneraria L.,match with annexspecies
bxl_2.3,Arctium nemorosum,Arctium nemorosum Lejeune,match with annexspecies
bxl_2.3,Carex caryophyllea,Carex caryophyllea Latour.,match with annexspecies
bxl_2.3,Carex digitata,Carex digitata L.,match with annexspecies
bxl_2.3,Carex divulsa,Carex divulsa Stokes,match with annexspecies
bxl_2.3,Carex strigosa,Carex strigosa Huds.,match with annexspecies
bxl_2.3,Catabrosa aquatica,Catabrosa aquatica P.Beauv.,match with annexspecies
bxl_2.3,Catapodium rigidum,Catapodium rigidum (L.) C.E.Hubb.,match with annexspecies
bxl_2.3,Centranthus ruber,Centranthus ruber (All.) Lam. & DC.,match with annexspecies
bxl_2.3,Corydalis solida,Corydalis solida (L.) Clairv.,match with annexspecies
bxl_2.3,Corynephorus canescens,Corynephorus canescens P.Beauv.,match with annexspecies
bxl_2.3,Cyperus fuscus,Cyperus fuscus L.,match with annexspecies
bxl_2.3,Dianthus armeria,Dianthus armeria L.,match with annexspecies
bxl_2.3,Epilobium lanceolatum,Epilobium lanceolatum Sebast. & Mauri,match with annexspecies
bxl_2.3,Equisetum sylvaticum,Equisetum sylvaticum L.,match with annexspecies
bxl_2.3,Epipactis helleborine,Epipactis helleborine (L.) Crantz,match with annexspecies
bxl_2.3,Erigeron acer,Erigeron acer L.,match with annexspecies
bxl_2.3,Euphorbia exigua,Euphorbia exigua L.,match with annexspecies
bxl_2.3,Gagea spathacea,Gagea spathacea Salisb.,match with annexspecies
bxl_2.3,Gymnocarpium dryopteris,Gymnocarpium dryopteris Newm.,match with annexspecies
bxl_2.3,Helleborus viridis,Helleborus viridis L.,match with annexspecies
bxl_2.3,Hieracium lactucella,Hieracium lactucella Wallr.,match with annexspecies
bxl_2.3,Hieracium maculatum,Hieracium maculatum Schrank,match with annexspecies
bxl_2.3,Holosteum umbellatum,Holosteum umbellatum L.,match with annexspecies
bxl_2.3,Hypericum hirsutum,Hypericum hirsutum L.,match with annexspecies
bxl_2.3,Hypericum montanum,Hypericum montanum L.,match with annexspecies
bxl_2.3,Juncus acutiflorus,Juncus acutiflorus Ehrh. ex Hoffm.,match with annexspecies
bxl_2.3,Juncus subnodulosus,Juncus subnodulosus Schrank,match with annexspecies
bxl_2.3,Knautia arvensis,Knautia arvensis Coult.,match with annexspecies
bxl_2.3,Lathyrus aphaca,Lathyrus aphaca L.,match with annexspecies
bxl_2.3,Leersia oryzoides,Leersia oryzoides (L.) Sw.,match with annexspecies
bxl_2.3,Leontodon hispidus,Leontodon hispidus L.,match with annexspecies
bxl_2.3,Leonurus cardiaca,Leonurus cardiaca L.,match with annexspecies
bxl_2.3,Lithospermum officinale,Lithospermum officinale L.,match with annexspecies
bxl_2.3,Malva alcea,Malva alcea L.,match with annexspecies
bxl_2.3,Melampyrum pratense,Melampyrum pratense L.,match with annexspecies
bxl_2.3,Myosotis stricta,Myosotis stricta Link ex Roem. & Schult.,match with annexspecies
bxl_2.3,Myriophyllum verticillatum,Myriophyllum verticillatum L.,match with annexspecies
bxl_2.3,Nardus stricta,Nardus stricta L.,match with annexspecies
bxl_2.3,Odontites vernus,Odontites vernus Dumort.,match with annexspecies
bxl_2.3,Oreopteris limbosperma,Oreopteris limbosperma (All.) Holub,match with annexspecies
bxl_2.3,Parietaria officinalis,Parietaria officinalis L.,match with annexspecies
bxl_2.3,Petrorhagia prolifera,Petrorhagia prolifera (L.) P.W.Ball & Heywood,match with annexspecies
bxl_2.3,Phyteuma spicatum,Phyteuma spicatum L.,match with annexspecies
bxl_2.3,Polygala serpyllifolia,Polygala serpyllifolia Hosé,match with annexspecies
bxl_2.3,Polygala vulgaris,Polygala vulgaris L.,match with annexspecies
bxl_2.3,Pyrola minor,Pyrola minor L.,match with annexspecies
bxl_2.3,Rhinanthus minor,Rhinanthus minor L.,match with annexspecies
bxl_2.3,Solidago virgaurea,Solidago virgaurea L.,match with annexspecies
bxl_2.3,Stachys arvensis,Stachys arvensis L.,match with annexspecies
bxl_2.3,Tamus communis,Tamus communis L.,match with annexspecies
bxl_2.3,Thymus pulegioides,Thymus pulegioides L.,match with annexspecies
bxl_2.3,Torilis arvensis,Torilis arvensis Link,match with annexspecies
bxl_2.3,Trifolium medium,Trifolium medium L.,match with annexspecies
bxl_2.3,Trifolium striatum,Trifolium striatum L.,match with annexspecies
bxl_2.3,Viola hirta,Viola hirta L.,match with annexspecies
bxl_2.3,Leucobryum glaucum,"Leucobryum glaucum Ångström, 1845",match with annexspecies
bxl_2.3,Allium ursinum,Allium ursinum L.,match with annexspecies
bxl_2.3,Berula erecta,Berula erecta (Huds.) Coville,match with annexspecies
bxl_2.3,Calluna vulgaris,Calluna vulgaris (L.) Hull,match with annexspecies
bxl_2.3,Caltha palustris,Caltha palustris L.,match with annexspecies
bxl_2.3,Campanula rotundifolia,Campanula rotundifolia L.,match with annexspecies
bxl_2.3,Campanula trachelium,Campanula trachelium L.,match with annexspecies
bxl_2.3,Cardamine amara,Cardamine amara L.,match with annexspecies
bxl_2.3,Centaurium erythraea,Centaurium erythraea Rafn,match with annexspecies
bxl_2.3,Chrysosplenium alternifolium,Chrysosplenium alternifolium L.,match with annexspecies
bxl_2.3,Chrysosplenium oppositifolium,Chrysosplenium oppositifolium L.,match with annexspecies
bxl_2.3,Crepis paludosa,Crepis paludosa Moench,match with annexspecies
bxl_2.3,Cruciata laevipes,Cruciata laevipes Opiz,match with annexspecies
bxl_2.3,iris pseudacorus,Iris pseudacorus L.,match with annexspecies
bxl_2.3,Lathyrus tuberosus,Lathyrus tuberosus L.,match with annexspecies
bxl_2.3,Maianthemum bifolium,Maianthemum bifolium (L.) F.W.Schmidt,match with annexspecies
bxl_2.3,Myosoton aquaticum,Myosoton aquaticum Moench,match with annexspecies
bxl_2.3,Narcissus pseudonarcissus,Narcissus pseudonarcissus L.,match with annexspecies
bxl_2.3,Paris quadrifolia,Paris quadrifolia L.,match with annexspecies
bxl_2.3,Phyteuma nigrum,Phyteuma nigrum F.W.Schmidt,match with annexspecies
bxl_2.3,Pimpinella major,Pimpinella major Huds.,match with annexspecies
bxl_2.3,Polygonatum multiflorum,Polygonatum multiflorum All.,match with annexspecies
bxl_2.3,Ranunculus auricomus,Ranunculus auricomus L.,match with annexspecies
bxl_2.3,Ranunculus bulbosus,Ranunculus bulbosus L.,match with annexspecies
bxl_2.3,Sanicula europaea,Sanicula europaea L.,match with annexspecies
bxl_2.3,Senecio ovatus,"Senecio ovatus (G.Gaertn., B.Mey. & Scherb.) Willd.",match with annexspecies
bxl_2.3,Stellaria holostea,Stellaria holostea L.,match with annexspecies
bxl_2.3,Torilis japonica,Torilis japonica DC.,match with annexspecies
bxl_2.3,Vaccinium myrtillus,Vaccinium myrtillus L.,match with annexspecies
