annex_code,scientific_name_original,gbif_scientificName,relation_to_annexspecies
bxl_2.3,Vinca minor,Vinca minor L.,match with annexspecies
bxl_2.4,Martes foina,"Martes foina Erxleben, 1777",match with annexspecies
bxl_2.4,Martes Martes,"Martes martes (Linnaeus, 1758)",match with annexspecies
bxl_2.4,Eliomys quercinus,"Eliomys quercinus (Linnaeus, 1766)",match with annexspecies
bxl_2.4,Muscardinus avellanarius,"Muscardinus avellanarius (Linnaeus, 1758)",match with annexspecies
bxl_2.4,Delichon urbica,"Delichon urbicum (Linnaeus, 1758)",match with annexspecies
bxl_2.4,Riparia Riparia,"Riparia riparia (Linnaeus, 1758)",match with annexspecies
bxl_2.4,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",match with annexspecies
bxl_2.4,Anguis fragilis,"Anguis fragilis Linnaeus, 1758",match with annexspecies
bxl_2.4,Lacerta vivipara,"Lacerta vivipara Von Jacquin, 1787",match with annexspecies
bxl_2.4,Salamandra Salamandra,"Salamandra salamandra (Linnaeus, 1758)",match with annexspecies
bxl_2.4,lLucanus cervus,"Lucanus cervus (Linnaeus, 1758)",match with annexspecies
bxl_2.4,Melolontha Melolontha,"Melolontha melolontha (Linnaeus, 1758)",match with annexspecies
bxl_2.4,Formica polyctena,"Formica polyctena Foerster, 1850",match with annexspecies
bxl_2.4,Apatura iris,"Apatura iris (Linnaeus, 1758)",match with annexspecies
bxl_2.4,Satyrium w-album,"Satyrium w-album (Knoch, 1782)",match with annexspecies
bxl_2.4,Thecla betulae,"Thecla betulae (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Abramis vimba,"Abramis vimba (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Alburnoides bipunctatus,"Alburnoides bipunctatus (Bloch, 1782)",match with annexspecies
bxl_2.5,Aspius aspius,"Aspius aspius (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Chondrostoma nasus,"Chondrostoma nasus (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Leucaspius delineatus,"Leucaspius delineatus (Heckel, 1843)",match with annexspecies
bxl_2.5,Cobitis taenia,"Cobitis taenia Linnaeus, 1758",match with annexspecies
bxl_2.5,Misgurnis fossilis,"Misgurnus fossilis (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Pomatoschistus microps,"Pomatoschistus microps (Krøyer, 1838)",match with annexspecies
bxl_2.5,Pomatoschistus minutus,"Pomatoschistus minutus (Pallas, 1770)",match with annexspecies
bxl_2.5,Lampetra fluviatilis,"Lampetra fluviatilis (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Lampetra planeri,"Lampetra planeri (Bloch, 1784)",match with annexspecies
bxl_2.5,Petromyzon marinus,"Petromyzon marinus Linnaeus, 1758",match with annexspecies
bxl_2.5,Lamna nasus (Med.),"Lamna nasus (Bonnaterre, 1788)",match with annexspecies
bxl_2.5,Prionace glauca (Med.),"Prionace glauca (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Squatina squatina (Med.),"Squatina squatina (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Thymallus thymallus,"Thymallus thymallus (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Salmo salar (alleen in zoet water),"Salmo salar Linnaeus, 1758",match with annexspecies
bxl_2.5,Thymallus thymallus,"Thymallus thymallus (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Siluris glanis,"Siluris glanis Linnaeus, 1758",match with annexspecies
bxl_2.5,Hirudo medicinalis,"Hirudo medicinalis Linnaeus, 1758",match with annexspecies
bxl_2.5,Astacus astacus,"Astacus astacus (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Homarus gammarus (Med.),"Homarus gammarus (Linnaeus, 1758)",match with annexspecies
bxl_2.5,Helix pomatia,"Helix pomatia Linnaeus, 1758",match with annexspecies
bxl_2.5,Leucobryum glaucum (Hedw.) Angstr.,"Leucobryum glaucum Ångström, 1845",match with annexspecies
bxl_2.5,Galanthus nivalis L.,Galanthus nivalis L.,match with annexspecies
bxl_2.5,Arnica montana L.,Arnica montana L.,match with annexspecies
bxl_2.5,Tamus communis L.,Tamus communis L.,match with annexspecies
bxl_2.5,Centaurium littorale (D. Turn) Gilm.,Centaurium littorale (Turner) Gilmour,match with annexspecies
bxl_2.5,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,match with annexspecies
bxl_2.5,Menyanthes trifoliata L.,Menyanthes trifoliata L.,match with annexspecies
bxl_3,Cervus elaphus,"Cervus elaphus Linnaeus, 1758",match with annexspecies
bxl_3,Capreolus Capreolus,"Capreolus capreolus (Linnaeus, 1758)",match with annexspecies
bxl_3,Dama Dama,"Dama dama (Linnaeus, 1758)",match with annexspecies
bxl_3,Lepus europaeus,"Lepus europaeus Pallas, 1778",match with annexspecies
bxl_3,Phasianus colchicus,"Phasianus colchicus Linnaeus, 1758",match with annexspecies
bxl_3,Anas platyrhynchos,"Anas platyrhynchos Linnaeus, 1758",match with annexspecies
bxl_3,Oryctolagus cuniculus,"Oryctolagus cuniculus (Linnaeus, 1758)",match with annexspecies
bxl_4,Aix galericulata,"Aix galericulata (Linnaeus, 1758)",match with annexspecies
bxl_4,Alopochen aegyptiacus,"Alopochen aegyptiaca (Linnaeus, 1766)",match with annexspecies
bxl_4,Ameiurus nebulosus,"Ameiurus nebulosus (Lesueur, 1819)",match with annexspecies
bxl_4,Anser indicus,"Anser indicus (Latham, 1790)",match with annexspecies
bxl_4,Branta canadensis,"Branta canadensis (Linnaeus, 1758)",match with annexspecies
bxl_4,Carassius gibelio,"Carassius gibelio (Bloch, 1782)",match with annexspecies
bxl_4,Chloephaga picta,"Chloephaga picta (Gmelin, 1789)",match with annexspecies
bxl_4,Cygnus atratus,"Cygnus atratus (Latham, 1790)",match with annexspecies
bxl_4,Dama dama,"Dama dama (Linnaeus, 1758)",match with annexspecies
bxl_4,Harmonia axyridis,"Harmonia axyridis (Pallas, 1773)",match with annexspecies
bxl_4,Lepomis gibbosus,"Lepomis gibbosus (Linnaeus, 1758)",match with annexspecies
bxl_4,Mustela vison,"Mustela vison Schreber, 1777",match with annexspecies
bxl_4,Myiopsitta monachus,"Myiopsitta monachus (Boddaert, 1783)",match with annexspecies
bxl_4,Myocastor coypus,"Myocastor coypus (Molina, 1782)",match with annexspecies
bxl_4,Ondatra zibethicus,"Ondatra zibethicus (Linnaeus, 1766)",match with annexspecies
bxl_4,QOxyura jamaicensis,"Oxyura jamaicensis (Gmelin, 1789)",match with annexspecies
bxl_4,Pimephales promelas,"Pimephales promelas Rafinesque, 1820",match with annexspecies
bxl_4,Procyon lotor,"Procyon lotor (Linnaeus, 1758)",match with annexspecies
bxl_4,Pseudorasbora parva,"Pseudorasbora parva (Temminck & Schlegel, 1846)",match with annexspecies
bxl_4,Psittacula eupatria,"Psittacula eupatria (Linnaeus, 1766)",match with annexspecies
bxl_4,Psittacula krameri,"Psittacula krameri (Scopoli, 1769)",match with annexspecies
bxl_4,Rana (Pelophylax) ridibunda,"Rana ridibunda Pallas, 1771",match with annexspecies
bxl_4,Rana (Pelophylax) ridibunda,"Rana ridibunda Pallas, 1771",match with annexspecies
bxl_4,Rana catesbeiana,"Rana catesbeiana Shaw, 1802",match with annexspecies
bxl_4,Sander lucioperca,"Sander lucioperca (Linnaeus, 1758)",match with annexspecies
bxl_4,Tamias sibiricus,"Tamias sibiricus (Laxmann, 1769)",match with annexspecies
bxl_4,Threskiornis aethiopica,"Threskiornis aethiopicus (Latham, 1790)",match with annexspecies
bxl_4,Umbra pygmaea,"Umbra pygmaea (DeKay, 1842)",match with annexspecies
bxl_4,Acer negundo,Acer negundo L.,match with annexspecies
bxl_4,Ailanthus altissima,Ailanthus altissima Swingle,match with annexspecies
bxl_4,Ambrosia artemisiifolia,Ambrosia artemisiifolia L.,match with annexspecies
bxl_4,Amelanchier lamarckii,Amelanchier lamarckii F.G.Schroed.,match with annexspecies
bxl_4,Azolla filiculoides,Azolla filiculoides Lam.,match with annexspecies
bxl_4,Bidens frondosa,Bidens frondosa L.,match with annexspecies
bxl_4,Buddleja davidii,Buddleja davidii Franch.,match with annexspecies
bxl_4,Cornus sericea,Cornus sericea L.,match with annexspecies
bxl_4,Cotoneaster horizontalis,Cotoneaster horizontalis Decne.,match with annexspecies
bxl_4,Crassula helmsii,Crassula helmsii A.Berger,match with annexspecies
bxl_4,Duchesnea indica,Duchesnea indica (Andr.) Focke,match with annexspecies
bxl_4,Echinocystis lobata,Echinocystis lobata Torr. & A.Gray,match with annexspecies
bxl_4,Egeria densa,Egeria densa Planch.,match with annexspecies
bxl_4,Elodea canadensis,Elodea canadensis Michx.,match with annexspecies
bxl_4,Elodea nuttallii,Elodea nuttallii St.John,match with annexspecies
bxl_4,Epilobium ciliatum,Epilobium ciliatum Raf.,match with annexspecies
bxl_4,Fallopia japonica,Fallopia japonica (Houtt.) Ronse Decraene,match with annexspecies
bxl_4,Helianthus tuberosus,Helianthus tuberosus L.,match with annexspecies
bxl_4,Heracleum mantegazzianum,Heracleum mantegazzianum Sommier & Levier,match with annexspecies
bxl_4,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides L.f.,match with annexspecies
bxl_4,Impatiens glandulifera,Impatiens glandulifera Royle,match with annexspecies
bxl_4,Impatiens parviflora,Impatiens parviflora DC.,match with annexspecies
bxl_4,Lagarosiphon major,Lagarosiphon major (Ridl.) Moss,match with annexspecies
bxl_4,Lemna minuta,Lemna minuta Kunth,match with annexspecies
bxl_4,Ludwigia grandiflora,Ludwigia grandiflora (Michx.) Greuter & Burdet,match with annexspecies
bxl_4,Ludwigia peploides,Ludwigia peploides (Kunth) P.H.Raven,match with annexspecies
bxl_4,Lupinus polyphyllus,Lupinus polyphyllus Lindl.,match with annexspecies
bxl_4,Mahonia aquifolium,Mahonia aquifolium (Pursh) Nutt.,match with annexspecies
bxl_4,Myriophyllum aquaticum,Myriophyllum aquaticum Verdc.,match with annexspecies
bxl_4,Persicaria wallichii,Persicaria wallichii W.Greuter & Burdet,match with annexspecies
bxl_4,Phytolacca americana,Phytolacca americana L.,match with annexspecies
bxl_4,Prunus laurocerasus,Prunus laurocerasus L.,match with annexspecies
bxl_4,Prunus serotina,Prunus serotina Ehrh.,match with annexspecies
bxl_4,Quercus rubra,Quercus rubra L.,match with annexspecies
bxl_4,Rhododendron ponticum,Rhododendron ponticum L.,match with annexspecies
bxl_4,Rhus typhina,Rhus typhina L.,match with annexspecies
bxl_4,Robinia pseudoacacia,Robinia pseudoacacia L.,match with annexspecies
bxl_4,Rosa rugosa,Rosa rugosa Thunb.,match with annexspecies
bxl_4,Senecio inaequidens,Senecio inaequidens DC.,match with annexspecies
bxl_4,Solidago canadensis,Solidago canadensis L.,match with annexspecies
bxl_4,Solidago gigantea,Solidago gigantea Aiton,match with annexspecies
bern_1,Botrychium matricariifolium A. Braun ex Koch,Botrychium matricariifolium (Döll) A.Br. ex Koch,match with annexspecies
bern_1,Salvinia natans (L.) All.,Salvinia natans (L.) All.,match with annexspecies
bern_1,Luronium natans (L.) Raf.,Luronium natans Raf.,match with annexspecies
bern_1,Sisymbrium supinum L.,Sisymbrium supinum L.,match with annexspecies
bern_1,Liparis loeselii (L.) Rich.,Liparis loeselii (L.) Rich.,match with annexspecies
bern_1,Spiranthes aestivalis (Poiret) L.C.M. Richard,Spiranthes aestivalis Rich.,match with annexspecies
bern_1,Saxifraga hirculus L.,Saxifraga hirculus L.,match with annexspecies
bern_1,Apium repens (Jacq.) Lag.,Apium repens (Jacq.) Lag.,match with annexspecies
bern_1,Zostera marina L. (Med.),Zostera marina L.,match with annexspecies
bern_1,Orthotrichum rogeri Brid.,"Orthotrichum rogeri Bridel, 1812",match with annexspecies
bern_2,Cricetus cricetus,"Cricetus cricetus (Linnaeus, 1758)",match with annexspecies
bern_2,Sicista betulina,"Sicista betulina (Pallas, 1779)",match with annexspecies
bern_2,Alopex lagopus,"Alopex lagopus (Linnaeus, 1758)",match with annexspecies
bern_2,Canis lupus,"Canis lupus Linnaeus, 1758",match with annexspecies
bern_2,Lutra lutra,"Lutra lutra (Linnaeus, 1758)",match with annexspecies
bern_2,Felis silvestris,"Felis silvestris Schreber, 1777",match with annexspecies
bern_2,Panthera pardus,"Panthera pardus (Linnaeus, 1758)",match with annexspecies
bern_2,Odobenus rosmarus,"Odobenus rosmarus (Linnaeus, 1758)",match with annexspecies
bern_2,Ovibos moschatus,"Ovibos moschatus (Zimmermann, 1780)",match with annexspecies
bern_2,Monodon monoceros,"Monodon monoceros Linnaeus, 1758",match with annexspecies
bern_2,Delphinus delphis,"Delphinus delphis Linnaeus, 1758",match with annexspecies
bern_2,Globicephala melas,"Globicephala melas (Traill, 1809)",match with annexspecies
bern_2,Grampus griseus,"Grampus griseus (G.Cuvier, 1812)",match with annexspecies
bern_2,Lagenorhynchus acutus,"Lagenorhynchus acutus (Gray, 1828)",match with annexspecies
bern_2,Lagenorhynchus albirostris,"Lagenorhynchus albirostris (Gray, 1846)",match with annexspecies
bern_2,Orcinus orca,"Orcinus orca (Linnaeus, 1758)",match with annexspecies
bern_2,Pseudorca crassidens,"Pseudorca crassidens (Owen, 1846)",match with annexspecies
bern_2,Steno bredanensis,"Steno bredanensis (G.Cuvier, 1828)",match with annexspecies
bern_2,Stenella coeruleoalba,"Stenella coeruleoalba (Meyen, 1833)",match with annexspecies
bern_2,Tursiops truncatus (tursio),"Tursiops truncatus (Montagu, 1821)",match with annexspecies
bern_2,Phocoena phocoena,"Phocoena phocoena (Linnaeus, 1758)",match with annexspecies
bern_2,Kogia breviceps,"Kogia breviceps (Blainville, 1838)",match with annexspecies
bern_2,Physeter macrocephalus,"Physeter macrocephalus Linnaeus, 1758",match with annexspecies
bern_2,Physeter macrocephalus,"Physeter macrocephalus Linnaeus, 1758",match with annexspecies
bern_2,Hyperoodon rostratus,"Hyperoodon rostratus (Müller, 1776)",match with annexspecies
bern_2,Mesoplodon bidens,"Mesoplodon bidens (Sowerby, 1804)",match with annexspecies
bern_2,Mesoplodon densirostris,"Mesoplodon densirostris (Blainville, 1817)",match with annexspecies
bern_2,Ziphius cavirostris,"Ziphius cavirostris G.Cuvier, 1823",match with annexspecies
bern_2,BalÃ¦noptera acutorostrata,"Balaenoptera acutorostrata Lacépède, 1804",match with annexspecies
bern_2,BalÃ¦noptera borealis,"Balaenoptera borealis Lesson, 1828",match with annexspecies
bern_2,Balaenoptera physalus,"Balaenoptera physalus (Linnaeus, 1758)",match with annexspecies
bern_2,"Megaptera novaeangliae (longimana, nodosa)","Megaptera novaeangliae (Borowski, 1781)",match with annexspecies
bern_2,Sibbaldus (Balaenoptera) musculus,"Sibbaldus musculus (Linnaeus, 1758)",match with annexspecies
bern_2,Eubalaena glacialis,"Eubalaena glacialis (Müller, 1776)",match with annexspecies
bern_2,Podiceps auritus,"Podiceps auritus (Linnaeus, 1758)",match with annexspecies
bern_2,Podiceps grisegena,"Podiceps grisegena (Boddaert, 1783)",match with annexspecies
bern_2,Podiceps nigricollis (caspicus),"Podiceps nigricollis C.L.Brehm, 1831",match with annexspecies
bern_2,Podiceps ruficollis,"Podiceps ruficollis (Pallas, 1764)",match with annexspecies
bern_2,Bulweria bulwerii,"Bulweria bulwerii Jardine & Selby, 1828",match with annexspecies
bern_2,Pterodroma feae,"Pterodroma feae (Salvadori, 1900)",match with annexspecies
bern_2,Puffinus puffinus,"Puffinus puffinus (Brunnich, 1764)",match with annexspecies
bern_2,Phalacrocorax aristotelis,"Phalacrocorax aristotelis (Linnaeus, 1761)",match with annexspecies
bern_2,Ardea purpurea,"Ardea purpurea Linnaeus, 1766",match with annexspecies
bern_2,Ardeola ralloides,"Ardeola ralloides (Scopoli, 1769)",match with annexspecies
bern_2,Botaurus stellaris,"Botaurus stellaris (Linnaeus, 1758)",match with annexspecies
bern_2,Bulbucus (Ardeola) ibis,"Ardeola ibis (Linnaeus, 1758)",match with annexspecies
bern_2,Casmerodius albus (Egretta alba),"Casmerodius albus (Linnaeus, 1758)",match with annexspecies
bern_2,Egretta garzetta,"Egretta garzetta (Linnaeus, 1766)",match with annexspecies
bern_2,Ixobrychus minutus,"Ixobrychus minutus (Linnaeus, 1766)",match with annexspecies
bern_2,Nycticorax nycticorax,"Nycticorax nycticorax (Linnaeus, 1758)",match with annexspecies
bern_2,Anser erythropus,"Anser erythropus (Linnaeus, 1758)",match with annexspecies
bern_2,Branta leucopsis,"Branta leucopsis (Bechstein, 1803)",match with annexspecies
bern_2,Branta ruficollis,"Branta ruficollis Pallas, 1769",match with annexspecies
bern_2,Cygnus cygnus,"Cygnus cygnus (Linnaeus, 1758)",match with annexspecies
bern_2,Cygnus bewickii (columbianus),"Cygnus bewickii Yarrell, 1830",match with annexspecies
bern_2,Histrionicus histrionicus,"Histrionicus histrionicus (Linnaeus, 1758)",match with annexspecies
bern_2,Mergus albellus,"Mergus albellus Linnaeus, 1758",match with annexspecies
bern_2,Oxyura leucocephala,"Oxyura leucocephala (Scopoli, 1769)",match with annexspecies
bern_2,Polysticta stelleri,"Polysticta stelleri (Pallas, 1769)",match with annexspecies
bern_2,Somateria spectabilis,"Somateria spectabilis (Linnaeus, 1758)",match with annexspecies
bern_2,Tadorna tadorna,"Tadorna tadorna (Linnaeus, 1758)",match with annexspecies
bern_2,Tadorna ferruginea,"Tadorna ferruginea (Pallas, 1764)",match with annexspecies
bern_2,Crex crex,"Crex crex (Linnaeus, 1758)",match with annexspecies
bern_2,Porzana porzana,"Porzana porzana Linnaeus, 1758",match with annexspecies
bern_2,Porzana pusilla,"Porzana pusilla (Pallas, 1776)",match with annexspecies
bern_2,Porzana parva,"Porzana parva (Scopoli, 1769)",match with annexspecies
bern_2,Arenaria interpres,"Arenaria interpres (Linnaeus, 1758)",match with annexspecies
bern_2,Charadrius alexandrinus,"Charadrius alexandrinus Linnaeus, 1758",match with annexspecies
bern_2,Charadrius dubius,"Charadrius dubius Scopoli, 1786",match with annexspecies
bern_2,Charadrius hiaticula,"Charadrius hiaticula Linnaeus, 1758",match with annexspecies
bern_2,Charadrius leschenaulti,"Charadrius leschenaultii Lesson, 1826",match with annexspecies
bern_2,Eudromias morinellus,"Eudromias morinellus (Linnaeus, 1758)",match with annexspecies
bern_2,Calidris alba,"Calidris alba (Pallas, 1764)",match with annexspecies
bern_2,Calidris alpina,"Calidris alpina (Linnaeus, 1758)",match with annexspecies
bern_2,Calidris ferruginea,"Calidris ferruginea (Pontoppidan, 1763)",match with annexspecies
bern_2,Calidris maritima,"Calidris maritima (Brunnich, 1764)",match with annexspecies
bern_2,Calidris minuta,"Calidris minuta (Leisler, 1812)",match with annexspecies
bern_2,Calidris temminckii,"Calidris temminckii (Leisler, 1812)",match with annexspecies
bern_2,Gallinago media,"Gallinago media (Latham, 1787)",match with annexspecies
bern_2,Limicola falcinellus,"Limicola falcinellus (Pontoppidan, 1763)",match with annexspecies
bern_2,Numenius tenuirostris,"Numenius tenuirostris Vieillot, 1817",match with annexspecies
bern_2,Tringa cinerea,"Tringa cinerea (Guldenstadt, 1775)",match with annexspecies
bern_2,Tringa glareola,"Tringa glareola Linnaeus, 1758",match with annexspecies
bern_2,Tringa hypoleucos,"Tringa hypoleucos Linnaeus, 1758",match with annexspecies
bern_2,Tringa ochropus,"Tringa ochropus Linnaeus, 1758",match with annexspecies
bern_2,Tringa stagnatilis,"Tringa stagnatilis (Bechstein, 1803)",match with annexspecies
bern_2,Burhinus oedicnemus,"Burhinus oedicnemus (Linnaeus, 1758)",match with annexspecies
bern_2,Chlidonias hybrida,"Chlidonias hybrida (Pallas, 1811)",match with annexspecies
bern_2,Chlidonias leucopterus,"Chlidonias leucopterus (Temminck, 1815)",match with annexspecies
bern_2,Chlidonias niger,"Chlidonias niger (Linnaeus, 1758)",match with annexspecies
bern_2,Gelochelidon nilotica,"Gelochelidon nilotica (Gmelin, 1789)",match with annexspecies
bern_2,Hydroprogne caspia,"Hydroprogne caspia (Pallas, 1770)",match with annexspecies
bern_2,Larus melanocephalus,"Larus melanocephalus Temminck, 1820",match with annexspecies
bern_2,Larus minutus,"Larus minutus Pallas, 1776",match with annexspecies
bern_2,Larus (Xenia) sabini,"Larus sabini Sabine, 1819",match with annexspecies
bern_2,Pagophila eburnea,"Pagophila eburnea (Phipps, 1774)",match with annexspecies
bern_2,Sterna albifrons,"Sterna albifrons Pallas, 1764",match with annexspecies
bern_2,Sterna dougallii,"Sterna dougallii Montagu, 1813",match with annexspecies
bern_2,Sterna hirundo,"Sterna hirundo Linnaeus, 1758",match with annexspecies
bern_2,Sterna paradisaea (macrura),"Sterna paradisaea Pontoppidan, 1763",match with annexspecies
bern_2,Sterna sandvicensis,"Sterna sandvicensis Latham, 1787",match with annexspecies
bern_2,Clamator glandarius,"Clamator glandarius (Linnaeus, 1758)",match with annexspecies
bern_2,Apus melba,"Apus melba (Linnaeus, 1758)",match with annexspecies
bern_2,Alcedo atthis,"Alcedo atthis (Linnaeus, 1758)",match with annexspecies
bern_2,Merops apiaster,"Merops apiaster Linnaeus, 1758",match with annexspecies
bern_2,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",match with annexspecies
bern_2,Upopa epops,"Upupa epops Linnaeus, 1758",match with annexspecies
bern_2,Calandrella brachydactyla,"Calandrella brachydactyla (Leisler, 1814)",match with annexspecies
bern_2,Eremophila alpestris,"Eremophila alpestris Linnaeus, 1759",match with annexspecies
bern_2,Melanocorypha calandra,"Melanocorypha calandra (Linnaeus, 1766)",match with annexspecies
bern_2,Bombycilla garrulus,"Bombycilla garrulus (Linnaeus, 1758)",match with annexspecies
bern_2,Cinclus cinclus,"Cinclus cinclus (Linnaeus, 1758)",match with annexspecies
bern_2,Troglodytes troglodytes,"Troglodytes troglodytes (Linnaeus, 1758)",match with annexspecies
bern_2,Erithacus rubecula,"Erithacus rubecula (Linnaeus, 1758)",match with annexspecies
bern_2,Irania gutturalis,"Irania gutturalis (Guerin-Meneville, 1843)",match with annexspecies
bern_2,Luscinia luscinia,"Luscinia luscinia (Linnaeus, 1758)",match with annexspecies
bern_2,Luscinia megarhynchos,"Luscinia megarhynchos C.L.Brehm, 1831",match with annexspecies
bern_2,Luscinia (Cyanosylvia) svecica,"Luscinia svecica (Linnaeus, 1758)",match with annexspecies
bern_2,Monticola saxatilis,"Monticola saxatilis (Linnaeus, 1766)",match with annexspecies
bern_2,Oenanthe hispanica,"Oenanthe hispanica (Linnaeus, 1758)",match with annexspecies
bern_2,Oenanthe isabellina,"Oenanthe isabellina (Temminck, 1829)",match with annexspecies
bern_2,Oenanthe oenanthe,"Oenanthe oenanthe (Linnaeus, 1758)",match with annexspecies
bern_2,Oenanthe pleschanka (leucomela),"Oenanthe pleschanka (Lepechin, 1770)",match with annexspecies
bern_2,Phoenicurus ochruros,"Phoenicurus ochruros (S.G.Gmelin, 1774)",match with annexspecies
bern_2,Phoenicurus phoenicurus,"Phoenicurus phoenicurus (Linnaeus, 1758)",match with annexspecies
bern_2,Saxicola rubetra,"Saxicola rubetra (Linnaeus, 1758)",match with annexspecies
bern_2,Saxicola torquata,"Saxicola torquatus (Linnaeus, 1766)",match with annexspecies
bern_2,Tarsiger cyanurus,"Tarsiger cyanurus (Pallas, 1773)",match with annexspecies
bern_2,Turdus torquatus,"Turdus torquatus Linnaeus, 1758",match with annexspecies
bern_2,Panurus biarmicus,"Panurus biarmicus (Linnaeus, 1758)",match with annexspecies
bern_2,Calcarius lapponicus,"Calcarius lapponicus (Linnaeus, 1758)",match with annexspecies
bern_2,Emberiza aureola,"Emberiza aureola Pallas, 1773",match with annexspecies
bern_2,Emberiza caesia,"Emberiza caesia Cretzschmar, 1827",match with annexspecies
bern_2,Emberiza cirlus,"Emberiza cirlus Linnaeus, 1766",match with annexspecies
bern_2,Emberiza citrinella,"Emberiza citrinella Linnaeus, 1758",match with annexspecies
bern_2,Emberiza leucocephala,"Emberiza leucocephala S.G.Gmelin, 1771",match with annexspecies
bern_2,Emberiza melanocephala,"Emberiza melanocephala Scopoli, 1769",match with annexspecies
bern_2,Emberiza pusilla,"Emberiza pusilla Pallas, 1776",match with annexspecies
bern_2,Emberiza rustica,"Emberiza rustica Pallas, 1776",match with annexspecies
bern_2,Emberiza schoeniclus,"Emberiza schoeniclus (Linnaeus, 1758)",match with annexspecies
bern_2,Plectrophenax nivalis,"Plectrophenax nivalis (Linnaeus, 1758)",match with annexspecies
bern_2,Carduelis cannabina,"Carduelis cannabina (Linnaeus, 1758)",match with annexspecies
bern_2,Carduelis carduelis,"Carduelis carduelis (Linnaeus, 1758)",match with annexspecies
bern_2,Carduelis chloris,"Carduelis chloris (Linnaeus, 1758)",match with annexspecies
bern_2,Carduelis chloris,"Carduelis chloris (Linnaeus, 1758)",match with annexspecies
bern_2,Carduelis flammea,"Carduelis flammea (Linnaeus, 1758)",match with annexspecies
bern_2,Carduelis flavirostris,"Carduelis flavirostris (Linnaeus, 1758)",match with annexspecies
